loan_id,LGD,adjusted_recovery_rate
177,0.699,0.30086
178,0.477,0.5228700000000001
179,0.664,0.33604999999999996
180,0.706,0.29414
181,0.609,0.39078999999999997
182,0.484,0.51598
183,0.411,0.5885600000000001
184,0.726,0.27442
185,0.743,0.25727
186,0.701,0.2993
187,0.66,0.34011
188,0.254,0.74627
189,0.301,0.69889
190,0.622,0.37821
191,0.495,0.5051300000000001
192,0.435,0.5654300000000001
193,0.637,0.36346999999999996
194,0.618,0.38182
195,0.661,0.33942999999999995
196,0.276,0.7242099999999999
197,0.667,0.33277999999999996
198,0.461,0.5385500000000001
199,0.683,0.31679999999999997
200,0.675,0.32543
201,0.446,0.55367
202,0.492,0.5084500000000001
203,0.485,0.514565
204,0.306,0.69361
205,0.347,0.65255
206,0.456,0.54435
207,0.718,0.28159
208,0.408,0.59235
209,0.306,0.69429
210,0.719,0.28102
211,0.431,0.5686300000000001
212,0.292,0.7077199999999999
213,0.738,0.2623
214,0.632,0.36785999999999996
215,0.615,0.38452
216,0.477,0.52342
217,0.675,0.32522999999999996
218,0.28,0.7202099999999999
219,0.707,0.29336
220,0.45,0.55006
221,0.739,0.26082
222,0.742,0.25793
223,0.684,0.31576
224,0.272,0.72815
225,0.477,0.52309
226,0.648,0.35220999999999997
227,0.718,0.28217
228,0.671,0.32916
229,0.747,0.25317999999999996
230,0.259,0.74113
231,0.617,0.38327
232,0.726,0.27437
233,0.331,0.6692199999999999
234,0.317,0.6825899999999999
235,0.737,0.26277
236,0.712,0.28820999999999997
237,0.317,0.68304
238,0.296,0.70426
239,0.737,0.26283
240,0.277,0.72322
241,0.336,0.6637299999999999
242,0.748,0.25194
243,0.657,0.34329
244,0.405,0.59507
245,0.65,0.34954999999999997
246,0.714,0.28641
247,0.663,0.33738
248,0.722,0.27834
249,0.649,0.35063999999999995
250,0.495,0.50512
251,0.28,0.7197
252,0.65,0.35044
253,0.689,0.31111
254,0.701,0.2994
255,0.424,0.57579
256,0.434,0.56555
257,0.409,0.5908500000000001
258,0.274,0.72625
259,0.654,0.34597
260,0.618,0.38199999999999995
261,0.452,0.54795
262,0.259,0.74101
263,0.66,0.33962
264,0.656,0.34437
265,0.668,0.33222
266,0.721,0.27882
267,0.66,0.34048
268,0.483,0.51654
269,0.706,0.29359999999999997
270,0.463,0.5372600000000001
271,0.297,0.7031099999999999
272,0.687,0.31281
273,0.255,0.74505
274,0.429,0.57133
275,0.693,0.30716
276,0.496,0.50424
277,0.677,0.32259
278,0.671,0.32886
279,0.444,0.55583
280,0.652,0.34757
281,0.723,0.27712
282,0.268,0.7324799999999999
283,0.695,0.30513999999999997
284,0.416,0.58362
285,0.347,0.6525799999999999
286,0.729,0.2707
287,0.304,0.6958899999999999
288,0.619,0.38082
289,0.432,0.56766
290,0.633,0.36730999999999997
291,0.691,0.30859
292,0.291,0.70926
293,0.258,0.7419199999999999
294,0.628,0.37238
295,0.681,0.31934
296,0.415,0.5853400000000001
297,0.697,0.30305
298,0.699,0.30144
299,0.442,0.5575
300,0.275,0.72459
301,0.696,0.30445
302,0.315,0.6849999999999999
303,0.427,0.57332
304,0.678,0.32211999999999996
305,0.307,0.6933199999999999
306,0.286,0.7142999999999999
307,0.683,0.31716
308,0.445,0.5547500000000001
309,0.631,0.36904
310,0.316,0.6835199999999999
311,0.43,0.57049
312,0.65,0.34970999999999997
313,0.275,0.7246999999999999
314,0.285,0.71548
315,0.335,0.6648299999999999
316,0.483,0.51729
317,0.332,0.6676799999999999
318,0.26,0.7397699999999999
319,0.696,0.3041
320,0.345,0.65543
321,0.439,0.56122
322,0.665,0.33548
323,0.673,0.32703
324,0.666,0.33354
325,0.319,0.6805899999999999
326,0.622,0.37794
327,0.723,0.27696
328,0.267,0.73293
329,0.698,0.30215
330,0.415,0.58547
331,0.309,0.6909099999999999
332,0.423,0.5767300000000001
333,0.344,0.65642
334,0.407,0.5931500000000001
335,0.607,0.39283999999999997
336,0.483,0.5170800000000001
337,0.724,0.2764
338,0.285,0.7149599999999999
339,0.651,0.34853
340,0.494,0.50612
341,0.307,0.69323
342,0.498,0.5021800000000001
343,0.656,0.34358999999999995
344,0.61,0.38963
345,0.697,0.30322
346,0.406,0.59402
347,0.498,0.5018600000000001
348,0.648,0.35216
349,0.405,0.59513
350,0.728,0.27162
351,0.42,0.57999
352,0.737,0.26255
353,0.674,0.32561999999999997
354,0.428,0.5724600000000001
355,0.605,0.39455999999999997
356,0.275,0.7247699999999999
357,0.42,0.57952
358,0.429,0.5708500000000001
359,0.647,0.35316
360,0.65,0.35008
361,0.617,0.38250999999999996
362,0.341,0.65901
363,0.294,0.70588
364,0.686,0.31361999999999995
365,0.433,0.5672200000000001
366,0.466,0.53444
367,0.662,0.33762
368,0.719,0.28095
369,0.344,0.65604
370,0.341,0.65945
371,0.652,0.34787
372,0.604,0.39571999999999996
373,0.468,0.5317000000000001
374,0.421,0.5785800000000001
375,0.27,0.73022
376,0.726,0.27436
377,0.472,0.52817
378,0.341,0.65931
379,0.434,0.56557
380,0.497,0.50266
381,0.416,0.5844
382,0.327,0.67286
383,0.731,0.2691
384,0.669,0.33129
385,0.738,0.26215
386,0.438,0.5619200000000001
387,0.73,0.26961
388,0.486,0.51427
389,0.306,0.69372
390,0.337,0.66303
391,0.253,0.7474299999999999
392,0.407,0.59265
393,0.748,0.25195999999999996
394,0.693,0.30737
395,0.603,0.39665
396,0.307,0.6928599999999999
397,0.676,0.32445999999999997
398,0.498,0.50195
399,0.653,0.34676
400,0.667,0.33304999999999996
401,0.678,0.32245999999999997
402,0.667,0.33333
403,0.688,0.31238999999999995
404,0.742,0.25817999999999997
405,0.499,0.5013500000000001
406,0.5,0.50031
407,0.457,0.54342
408,0.337,0.66306
409,0.468,0.53246
410,0.699,0.30104
411,0.297,0.7032299999999999
412,0.251,0.74878
413,0.313,0.6871999999999999
414,0.477,0.5225200000000001
415,0.285,0.7151799999999999
416,0.467,0.53307
417,0.447,0.55345
418,0.341,0.65865
419,0.301,0.6989
420,0.616,0.38393
421,0.337,0.6625399999999999
422,0.434,0.56565
423,0.666,0.33431999999999995
424,0.609,0.39091
425,0.479,0.52136
426,0.342,0.65847
427,0.276,0.72436
428,0.719,0.28137999999999996
429,0.266,0.73378
430,0.71,0.28974
431,0.671,0.32919
432,0.63,0.37034
433,0.696,0.30383
434,0.711,0.28931
435,0.42,0.5800500000000001
436,0.485,0.51492
437,0.649,0.35078
438,0.686,0.31365
439,0.714,0.28620999999999996
440,0.659,0.34126
441,0.271,0.7288699999999999
442,0.684,0.3165
443,0.703,0.297
444,0.344,0.65554
445,0.401,0.5992200000000001
446,0.26,0.7404999999999999
447,0.47,0.5303800000000001
448,0.671,0.32938
449,0.696,0.30412999999999996
450,0.677,0.32314499999999996
451,0.662,0.33766999999999997
452,0.628,0.37187
453,0.696,0.30434999999999995
454,0.697,0.30319
455,0.653,0.34667
456,0.698,0.302
457,0.321,0.6786
458,0.601,0.3989
459,0.427,0.5732
460,0.441,0.55894
461,0.491,0.50927
462,0.482,0.5184300000000001
463,0.653,0.34692999999999996
464,0.419,0.58115
465,0.325,0.67535
466,0.687,0.31309
467,0.45,0.5502900000000001
468,0.612,0.38797
469,0.618,0.38193
470,0.67,0.32978999999999997
471,0.692,0.30809
472,0.404,0.59602
473,0.676,0.32411999999999996
474,0.314,0.6865
475,0.314,0.6858799999999999
476,0.711,0.28916
477,0.439,0.5612400000000001
478,0.622,0.37836
479,0.315,0.68465
480,0.297,0.70334
481,0.283,0.71729
482,0.46,0.54003
483,0.713,0.28656
484,0.725,0.27521
485,0.445,0.55549
486,0.257,0.7431399999999999
487,0.481,0.5192300000000001
488,0.464,0.5356000000000001
489,0.68,0.31983
490,0.465,0.53471
491,0.451,0.54883
492,0.337,0.6633399999999999
493,0.65,0.35031999999999996
494,0.283,0.716895
495,0.723,0.27673
496,0.7,0.30035999999999996
497,0.314,0.68631
498,0.413,0.58724
499,0.457,0.54307
500,0.655,0.34502
501,0.668,0.33221999999999996
502,0.439,0.56093
503,0.685,0.31539
504,0.286,0.71448
505,0.467,0.53274
506,0.281,0.7193799999999999
507,0.31,0.68963
508,0.321,0.67929
509,0.286,0.7142799999999999
510,0.684,0.31603
511,0.658,0.34163
512,0.725,0.27477
513,0.457,0.54285
514,0.403,0.59709
515,0.451,0.54935
516,0.714,0.28554
517,0.267,0.73286
518,0.691,0.30913
519,0.41,0.5902700000000001
520,0.696,0.30378
521,0.445,0.5546300000000001
522,0.267,0.73319
523,0.675,0.32525
524,0.677,0.32263
525,0.663,0.33671999999999996
526,0.303,0.6968799999999999
527,0.676,0.32398
528,0.697,0.30328
529,0.443,0.5570200000000001
530,0.263,0.73658
531,0.686,0.31436
532,0.263,0.73735
533,0.703,0.29734
534,0.69,0.31006
535,0.659,0.34065
536,0.487,0.51302
537,0.64,0.36033
538,0.687,0.31318
539,0.451,0.54874
540,0.722,0.27754999999999996
541,0.744,0.25643
542,0.655,0.34513
543,0.48,0.52017
544,0.734,0.2657
545,0.41,0.59031
546,0.47,0.5298700000000001
547,0.662,0.33759
548,0.66,0.34038
549,0.261,0.7391399999999999
550,0.636,0.36379
551,0.701,0.29938
552,0.276,0.7240399999999999
553,0.665,0.33508
554,0.75,0.25044
555,0.416,0.58369
556,0.699,0.30128999999999995
557,0.449,0.55142
558,0.34,0.65992
559,0.677,0.32284
560,0.32,0.6800499999999999
561,0.727,0.2734
562,0.684,0.31612
563,0.498,0.50219
564,0.31,0.6897899999999999
565,0.433,0.56669
566,0.485,0.51464
567,0.456,0.5443600000000001
568,0.251,0.7488699999999999
569,0.71,0.28976
570,0.661,0.33943
571,0.293,0.70743
572,0.691,0.30935999999999997
573,0.331,0.66919
574,0.287,0.7134499999999999
575,0.724,0.27625
576,0.618,0.38197
577,0.434,0.5662900000000001
578,0.35,0.6503
579,0.308,0.69216
580,0.608,0.39239
581,0.257,0.7426299999999999
582,0.272,0.72848
583,0.69,0.31022
584,0.685,0.31478
585,0.658,0.34154999999999996
586,0.264,0.7359
587,0.435,0.56505
588,0.733,0.26652
589,0.44,0.5597700000000001
590,0.469,0.53098
591,0.66,0.33998999999999996
592,0.689,0.31134999999999996
593,0.266,0.73414
594,0.635,0.36533
595,0.65,0.34995
596,0.332,0.66789
597,0.342,0.65808
598,0.435,0.5652200000000001
599,0.433,0.56711
600,0.494,0.50577
601,0.35,0.6500499999999999
602,0.67,0.32972999999999997
603,0.638,0.36224999999999996
604,0.699,0.30063999999999996
605,0.303,0.69694
606,0.272,0.72842
607,0.306,0.6939
608,0.298,0.70192
609,0.304,0.6957399999999999
610,0.647,0.35253999999999996
611,0.316,0.6837099999999999
612,0.699,0.30139
613,0.323,0.6772199999999999
614,0.638,0.36223999999999995
615,0.71,0.29020999999999997
616,0.671,0.32863
617,0.608,0.39244999999999997
618,0.736,0.26365
619,0.665,0.33492
620,0.618,0.3817
621,0.256,0.7444
622,0.294,0.70587
623,0.657,0.34310999999999997
624,0.46,0.53951
625,0.472,0.52842
626,0.674,0.32606
627,0.422,0.5783100000000001
628,0.7,0.30024999999999996
629,0.292,0.70822
630,0.698,0.30191999999999997
631,0.303,0.6965199999999999
632,0.675,0.32502
633,0.474,0.52578
634,0.33,0.6695099999999999
635,0.272,0.72798
636,0.731,0.26927
637,0.642,0.35758999999999996
638,0.49,0.51026
639,0.295,0.70456
640,0.62,0.38000999999999996
641,0.435,0.56501
642,0.289,0.7108099999999999
643,0.67,0.33048999999999995
644,0.694,0.30634
645,0.315,0.6854399999999999
646,0.638,0.36190999999999995
647,0.475,0.52544
648,0.485,0.51536
649,0.677,0.32306
650,0.332,0.66831
651,0.718,0.28235
652,0.69,0.30950999999999995
653,0.408,0.5918300000000001
654,0.696,0.30373
655,0.292,0.7076
656,0.639,0.36105
657,0.306,0.69383
658,0.686,0.31384999999999996
659,0.479,0.52114
660,0.468,0.5317400000000001
661,0.692,0.30787
662,0.277,0.7227399999999999
663,0.321,0.67889
664,0.326,0.67362
665,0.251,0.74852
666,0.431,0.56945
667,0.333,0.6674899999999999
668,0.715,0.28547
669,0.717,0.28306
670,0.659,0.34119
671,0.655,0.34452
672,0.323,0.67689
673,0.412,0.58808
674,0.626,0.37417
675,0.257,0.74313
676,0.612,0.38817
677,0.432,0.56798
678,0.347,0.65323
679,0.631,0.36894
680,0.47,0.53008
681,0.646,0.35363
682,0.657,0.34325
683,0.736,0.26415
684,0.41,0.5902200000000001
685,0.418,0.5815600000000001
686,0.629,0.37056999999999995
687,0.443,0.5567300000000001
688,0.664,0.33603
689,0.703,0.29669
690,0.25,0.74981
691,0.675,0.32495999999999997
692,0.493,0.5069600000000001
693,0.443,0.55661
694,0.403,0.5972000000000001
695,0.684,0.31605
696,0.733,0.26693
697,0.422,0.5781700000000001
698,0.457,0.54259
699,0.726,0.27366
700,0.425,0.5745600000000001
701,0.346,0.65355
702,0.69,0.30971
703,0.69,0.30972
704,0.664,0.33552
705,0.314,0.68604
706,0.714,0.28574
707,0.602,0.39810999999999996
708,0.651,0.34869
709,0.619,0.38087
710,0.721,0.2788
711,0.663,0.33718
712,0.705,0.29457
713,0.298,0.7021299999999999
714,0.633,0.36693
715,0.482,0.51848
716,0.45,0.54969
717,0.737,0.26347
718,0.284,0.7162
719,0.654,0.34618
720,0.492,0.50843
721,0.611,0.38872999999999996
722,0.46,0.5404500000000001
723,0.678,0.32153
724,0.609,0.39088999999999996
725,0.312,0.68753
726,0.406,0.5936600000000001
727,0.695,0.30468
728,0.334,0.66596
729,0.65,0.35002
730,0.426,0.57389
731,0.686,0.31399
732,0.266,0.7341799999999999
733,0.671,0.32855999999999996
734,0.438,0.5621700000000001
735,0.747,0.25251
736,0.262,0.7375499999999999
737,0.703,0.29732
738,0.446,0.55371
739,0.267,0.73317
740,0.615,0.38532999999999995
741,0.269,0.73071
742,0.446,0.5542900000000001
743,0.736,0.2636
744,0.621,0.37883999999999995
745,0.628,0.37194
746,0.723,0.27705
747,0.479,0.52148
748,0.314,0.68585
749,0.437,0.5631200000000001
750,0.643,0.35702999999999996
751,0.297,0.70273
752,0.306,0.6942699999999999
753,0.714,0.28593
754,0.476,0.52447
755,0.266,0.73397
756,0.739,0.26058
757,0.401,0.59934
758,0.636,0.36424999999999996
759,0.601,0.39901
760,0.401,0.59907
761,0.332,0.66775
762,0.299,0.7014699999999999
763,0.657,0.34339
764,0.65,0.35015999999999997
765,0.259,0.74135
766,0.463,0.53746
767,0.666,0.33448999999999995
768,0.287,0.71319
769,0.454,0.5456300000000001
770,0.726,0.27435
771,0.446,0.5541400000000001
772,0.315,0.6850999999999999
773,0.431,0.56927
774,0.308,0.6920499999999999
775,0.697,0.30333999999999994
776,0.745,0.25525
777,0.627,0.37289
778,0.632,0.36801
779,0.349,0.65123
780,0.329,0.67145
781,0.263,0.7367699999999999
782,0.296,0.7035199999999999
783,0.669,0.33072999999999997
784,0.346,0.65428
785,0.265,0.73457
786,0.657,0.3429
787,0.727,0.2729
788,0.746,0.25382
789,0.488,0.51214
790,0.66,0.34047
791,0.288,0.7120299999999999
792,0.468,0.5316000000000001
793,0.658,0.34217
794,0.718,0.28208
795,0.689,0.31132
796,0.347,0.65333
797,0.283,0.7171299999999999
798,0.448,0.55159
799,0.684,0.31566
800,0.46,0.5398400000000001
801,0.414,0.58606
802,0.427,0.5725600000000001
803,0.265,0.7348699999999999
804,0.722,0.27821
805,0.403,0.59718
806,0.745,0.25516
807,0.686,0.31356
808,0.496,0.5043000000000001
809,0.452,0.5478000000000001
810,0.697,0.30291999999999997
811,0.3,0.7003999999999999
812,0.681,0.31922
813,0.409,0.59077
814,0.442,0.55774
815,0.744,0.25640999999999997
816,0.432,0.5676800000000001
817,0.682,0.31788
818,0.686,0.31429
819,0.43,0.5703600000000001
820,0.734,0.26637
821,0.418,0.58203
822,0.499,0.5010100000000001
823,0.279,0.7211299999999999
824,0.724,0.27601
825,0.283,0.71744
826,0.453,0.5473
827,0.712,0.28819
828,0.729,0.27055
829,0.687,0.31279999999999997
830,0.692,0.30848
831,0.479,0.5212300000000001
832,0.421,0.5792700000000001
833,0.443,0.55698
834,0.491,0.50902
835,0.697,0.30334999999999995
836,0.714,0.28626999999999997
837,0.32,0.6801299999999999
838,0.654,0.34565999999999997
839,0.661,0.33897
840,0.673,0.32653
841,0.713,0.28673
842,0.656,0.34393
843,0.415,0.58538
844,0.34,0.6604099999999999
845,0.663,0.33692
846,0.657,0.3433
847,0.343,0.6569999999999999
848,0.466,0.53417
849,0.637,0.3629
850,0.635,0.36549
851,0.651,0.34892999999999996
852,0.486,0.5139
853,0.683,0.31705
854,0.655,0.34507
855,0.652,0.3484
856,0.692,0.30784
857,0.67,0.33033999999999997
858,0.682,0.3175
859,0.694,0.30596999999999996
860,0.737,0.26314
861,0.338,0.6617
862,0.302,0.69792
863,0.453,0.54705
864,0.676,0.32394
865,0.435,0.5646500000000001
866,0.319,0.6814
867,0.328,0.67192
868,0.343,0.65693
869,0.278,0.72214
870,0.683,0.31703
871,0.262,0.7384799999999999
872,0.694,0.30645999999999995
873,0.613,0.38666999999999996
874,0.428,0.57172
875,0.688,0.31178999999999996
876,0.47,0.5295300000000001
877,0.625,0.37528999999999996
878,0.614,0.38571999999999995
879,0.297,0.70349
880,0.707,0.2933
881,0.648,0.35197
882,0.678,0.32152
883,0.749,0.25085999999999997
884,0.736,0.26381
885,0.671,0.32944999999999997
886,0.732,0.26757
887,0.681,0.31881
888,0.312,0.6876399999999999
889,0.69,0.30979999999999996
890,0.43,0.56969
891,0.345,0.65474
892,0.673,0.32703
893,0.721,0.27898999999999996
894,0.434,0.56643
895,0.349,0.6506299999999999
896,0.41,0.59045
897,0.72,0.2802
898,0.675,0.32542
899,0.718,0.28185
900,0.488,0.512
901,0.688,0.31245999999999996
902,0.611,0.38863
903,0.727,0.27323
904,0.692,0.30751999999999996
905,0.328,0.67204
906,0.732,0.26814
907,0.694,0.30630999999999997
908,0.287,0.7132999999999999
909,0.735,0.26493
910,0.42,0.58018
911,0.402,0.5978300000000001
912,0.728,0.2716
913,0.259,0.7412
914,0.686,0.31428
915,0.338,0.66191
916,0.415,0.5851200000000001
917,0.7,0.2999
918,0.329,0.6710299999999999
919,0.601,0.39865
920,0.677,0.32341
921,0.68,0.32033
922,0.622,0.37828999999999996
923,0.337,0.66343
924,0.668,0.33182
925,0.498,0.5019800000000001
926,0.616,0.38427999999999995
927,0.456,0.5435000000000001
928,0.308,0.69239
929,0.446,0.55428
930,0.302,0.69767
931,0.623,0.37689
932,0.656,0.34406
933,0.459,0.54134
934,0.431,0.5686100000000001
935,0.733,0.26743
936,0.326,0.6736
937,0.298,0.70153
938,0.652,0.34825999999999996
939,0.486,0.5141600000000001
940,0.278,0.72197
941,0.69,0.30962
942,0.349,0.6509699999999999
943,0.669,0.33122
944,0.738,0.26177
945,0.666,0.3338
946,0.685,0.31477
947,0.472,0.5280400000000001
948,0.66,0.33958
949,0.716,0.2838
950,0.323,0.67674
951,0.695,0.30535
952,0.4,0.59972
953,0.665,0.33474
954,0.728,0.27203
955,0.655,0.34502999999999995
956,0.611,0.38850999999999997
957,0.472,0.5278400000000001
958,0.28,0.7197399999999999
959,0.27,0.7300599999999999
960,0.687,0.31344
961,0.656,0.34416
962,0.699,0.3014
963,0.272,0.72814
964,0.668,0.33243
965,0.285,0.71456
966,0.458,0.54217
967,0.311,0.6887399999999999
968,0.665,0.33527999999999997
969,0.677,0.32298
970,0.658,0.34153
971,0.708,0.29203
972,0.445,0.55469
973,0.333,0.66709
974,0.651,0.34911
975,0.644,0.35618999999999995
976,0.748,0.25167
977,0.483,0.51739
978,0.64,0.35992999999999997
979,0.418,0.5816600000000001
980,0.477,0.52302
981,0.266,0.7336499999999999
982,0.259,0.74112
983,0.326,0.6744399999999999
984,0.484,0.5164000000000001
985,0.294,0.70621
986,0.61,0.39007
987,0.619,0.38058
988,0.728,0.27188
989,0.428,0.57209
990,0.304,0.69612
991,0.636,0.36388
992,0.444,0.5557850000000001
993,0.467,0.53349
994,0.291,0.70907
995,0.495,0.50478
996,0.252,0.7484299999999999
997,0.261,0.7386499999999999
998,0.293,0.70717
999,0.444,0.55591
1000,0.475,0.52531
1001,0.318,0.68162
1002,0.469,0.53069
1003,0.314,0.68626
1004,0.678,0.32178
1005,0.424,0.57621
1006,0.421,0.5790900000000001
1007,0.717,0.28348
1008,0.72,0.28015999999999996
1009,0.725,0.27537
1010,0.272,0.7276699999999999
1011,0.314,0.68609
1012,0.668,0.33209999999999995
1013,0.724,0.27588999999999997
1014,0.61,0.39027999999999996
1015,0.341,0.65913
1016,0.403,0.5972900000000001
1017,0.703,0.29713999999999996
1018,0.414,0.58604
1019,0.341,0.65891
1020,0.667,0.33272999999999997
1021,0.69,0.30993
1022,0.669,0.33115
1023,0.286,0.71397
1024,0.431,0.56886
1025,0.316,0.68373
1026,0.44,0.55999
1027,0.326,0.6743199999999999
1028,0.648,0.35155
1029,0.454,0.54635
1030,0.337,0.6628999999999999
1031,0.694,0.306125
1032,0.652,0.34836999999999996
1033,0.615,0.38502
1034,0.704,0.29636
1035,0.336,0.6642899999999999
1036,0.439,0.56091
1037,0.648,0.3523
1038,0.304,0.69607
1039,0.655,0.34492
1040,0.47,0.5303500000000001
1041,0.313,0.6868099999999999
1042,0.326,0.67379
1043,0.656,0.34408
1044,0.675,0.32508
1045,0.473,0.52725
1046,0.345,0.65453
1047,0.702,0.29808
1048,0.699,0.30088
1049,0.405,0.59524
1050,0.278,0.72183
1051,0.62,0.38033
1052,0.328,0.6721499999999999
1053,0.691,0.30852999999999997
1054,0.721,0.27893
1055,0.414,0.5864400000000001
1056,0.464,0.53619
1057,0.428,0.5719000000000001
1058,0.634,0.36591999999999997
1059,0.7,0.29956
1060,0.736,0.26406999999999997
1061,0.426,0.5735100000000001
1062,0.445,0.5548200000000001
1063,0.631,0.36933
1064,0.649,0.35114999999999996
1065,0.308,0.69231
1066,0.626,0.37373999999999996
1067,0.325,0.6751999999999999
1068,0.422,0.57845
1069,0.722,0.27825
1070,0.659,0.34087
1071,0.667,0.33299
1072,0.66,0.33953999999999995
1073,0.636,0.364
1074,0.278,0.7220599999999999
1075,0.691,0.30872
1076,0.433,0.5667800000000001
1077,0.695,0.30491999999999997
1078,0.697,0.30323999999999995
1079,0.713,0.28659
1080,0.693,0.30685999999999997
1081,0.705,0.29508999999999996
1082,0.656,0.34410999999999997
1083,0.307,0.6927099999999999
1084,0.738,0.26156
1085,0.666,0.33374
1086,0.679,0.32098
1087,0.659,0.34101
1088,0.418,0.5816800000000001
1089,0.414,0.5863200000000001
1090,0.342,0.65798
1091,0.251,0.74942
1092,0.251,0.74861
1093,0.26,0.74025
1094,0.68,0.31975
1095,0.672,0.32807
1096,0.436,0.5642400000000001
1097,0.73,0.26958
1098,0.618,0.38149999999999995
1099,0.68,0.31995999999999997
1100,0.669,0.33085
1101,0.732,0.26799
1102,0.407,0.5927600000000001
1103,0.283,0.71739
1104,0.313,0.6874199999999999
1105,0.407,0.5933200000000001
1106,0.472,0.5278
1107,0.286,0.71434
1108,0.707,0.29334499999999997
1109,0.276,0.7236899999999999
1110,0.616,0.38445999999999997
1111,0.618,0.38177
1112,0.474,0.52619
1113,0.251,0.74915
1114,0.254,0.74642
1115,0.606,0.39425
1116,0.31,0.69001
1117,0.461,0.53866
1118,0.492,0.5083000000000001
