loan_id,default_flag,orig_credit_score,current_credit_score,credit_score_change,original_balance,current_balance,balance_to_original_ratio,interest_rate,months_on_book,days_past_due,watchlist_flag,high_utilization_flag,score_deteriorated_flag,loan_type_term,region_North,region_South,region_West,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_personal,credit_score_band_Fair,credit_score_band_Good,credit_score_band_Very Good,credit_score_band_Excellent,dpd_bucket_1-30,dpd_bucket_31-60,dpd_bucket_61-90,dpd_bucket_90+
125,1,566,538,-28,6004.96,600.5,0.1,6.12,36.6,19,1,0,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
126,0,649,609,-40,4008.79,985.15,0.246,10.22,27.3,7,0,0,1,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
127,0,690,673,-17,13599.32,7333.0,0.539,7.68,35.0,11,0,0,0,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False
128,0,526,481,-45,14998.85,11792.82,0.786,10.77,18.2,23,0,0,1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
129,0,771,753,-18,28952.55,15628.46,0.54,8.34,24.4,0,0,0,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
130,0,638,599,-39,15559.85,5424.29,0.349,9.14,35.8,6,1,0,1,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
131,0,682,664,-18,5622.05,3257.52,0.579,9.53,22.3,12,1,0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
132,0,706,676,-30,7335.97,2808.62,0.383,10.58,23.9,3,0,0,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
133,0,584,544,-40,15728.15,11018.93,0.701,11.56,14.2,21,0,0,1,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False
134,0,825,802,-23,11255.07,8328.32,0.74,5.45,23.8,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
135,0,688,674,-14,9663.26,1421.2,0.147,8.95,48.1,4,1,0,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
136,0,659,641,-18,20802.86,5394.59,0.259,9.42,41.0,16,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
137,0,613,581,-32,7917.79,7120.61,0.899,18.36,5.5,8,0,0,1,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
138,0,692,671,-21,12779.87,5799.93,0.454,11.7,23.6,8,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
139,1,585,552,-33,35816.73,20624.49,0.576,9.37,14.4,19,0,0,1,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False
140,0,688,645,-43,32061.56,21085.45,0.658,5.31,20.2,7,0,0,1,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
141,0,763,738,-25,31181.27,8258.57,0.265,8.45,48.6,0,0,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
142,0,749,739,-10,3387.81,338.78,0.1,15.93,43.8,2,0,0,0,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
143,0,646,605,-41,8756.62,7122.95,0.813,4.51,10.3,8,0,0,1,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
144,0,663,631,-32,8811.89,881.19,0.1,8.37,47.4,11,0,0,1,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
145,0,712,696,-16,5951.05,3687.96,0.62,12.96,29.1,3,0,0,0,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False
146,0,750,706,-44,41711.92,4171.19,0.1,15.66,35.7,0,0,0,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
147,0,771,768,-3,7997.24,6023.45,0.753,8.42,16.8,0,0,0,0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
148,0,777,778,1,7676.96,5624.96,0.733,10.87,9.7,0,0,0,0,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False
149,1,624,590,-34,15358.43,10277.1,0.669,11.95,22.2,13,0,0,1,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
150,0,725,701,-24,9970.12,4490.28,0.45,11.09,25.9,1,0,0,0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
151,0,596,549,-47,12529.83,11941.58,0.953,9.94,2.0,17,0,0,1,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
152,0,652,632,-20,14788.67,8649.78,0.585,13.2,21.6,17,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
153,1,609,570,-39,11863.75,6534.2,0.551,12.62,28.8,22,0,0,1,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False
154,0,610,573,-37,14245.81,11780.07,0.827,10.5,13.2,18,0,0,1,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
155,0,694,675,-19,18959.69,10605.77,0.559,14.24,24.7,12,0,0,0,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
156,0,638,595,-43,13659.18,10575.68,0.774,9.57,12.9,11,0,0,1,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
157,0,697,652,-45,16076.4,1607.64,0.1,9.7,41.0,9,0,0,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
158,0,607,582,-25,21943.2,19287.94,0.879,8.39,5.4,20,0,0,0,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False
159,0,709,689,-20,13095.83,12367.84,0.944,3.0,5.0,3,0,0,0,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False
160,0,654,598,-56,11607.14,4475.87,0.386,9.78,41.4,10,0,0,1,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
161,0,662,603,-59,14479.38,5703.4,0.394,9.6,47.7,12,0,0,1,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False
162,0,601,555,-46,16788.86,11839.02,0.705,5.52,18.9,21,0,0,1,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
163,0,741,747,6,6837.41,5526.23,0.808,7.0,13.5,3,0,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
164,0,688,640,-48,12841.41,8243.29,0.642,12.08,14.8,13,0,0,1,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
165,0,712,692,-20,34317.64,3431.76,0.1,5.04,46.2,7,0,0,0,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False
166,0,603,567,-36,2684.11,518.66,0.193,8.96,40.4,19,0,0,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
167,0,720,672,-48,17716.67,8090.08,0.457,11.61,45.6,3,1,0,1,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
168,0,682,624,-58,4893.81,749.07,0.153,5.72,41.6,10,0,0,1,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
169,0,650,608,-42,32671.62,22852.12,0.699,9.29,11.6,12,0,0,1,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False
170,0,762,743,-19,37108.96,29742.16,0.801,10.18,9.7,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
171,0,704,715,11,16404.45,12621.26,0.769,11.64,18.5,9,0,0,0,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False
172,0,707,718,11,8215.67,1975.6,0.24,9.91,32.6,2,0,0,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
173,0,562,531,-31,5136.34,2956.93,0.576,10.41,33.8,18,0,0,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
174,1,744,728,-16,4720.08,4129.27,0.875,7.57,5.1,2,0,0,0,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
175,0,706,682,-24,7713.63,1785.59,0.231,10.29,37.6,6,0,0,0,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
176,0,754,720,-34,12430.58,8638.17,0.695,11.39,22.5,2,0,0,1,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
177,0,644,603,-41,18228.31,15447.29,0.847,4.85,11.8,7,0,0,1,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
178,0,637,589,-48,22146.3,5206.88,0.235,10.39,40.1,14,0,0,1,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
179,0,776,744,-32,26547.1,23059.6,0.869,17.27,5.7,1,0,0,1,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False
180,0,737,721,-16,11000.36,4894.94,0.445,7.39,37.7,6,0,0,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
181,0,594,547,-47,5625.12,562.51,0.1,9.5,39.0,13,0,0,1,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
182,0,680,640,-40,17171.23,16785.78,0.978,6.73,1.6,6,0,0,1,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
183,0,741,715,-26,15525.55,9656.72,0.622,12.73,19.8,3,0,0,0,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False
184,1,690,646,-44,22429.1,15440.02,0.688,10.51,15.5,4,0,0,1,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
185,0,647,605,-42,16352.24,1635.22,0.1,8.78,39.6,11,0,0,1,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
186,0,639,594,-45,12808.42,9725.11,0.759,11.42,22.7,10,0,0,1,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False
187,0,683,646,-37,10019.93,5902.34,0.589,11.85,16.3,6,0,0,1,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
188,0,741,759,18,14558.7,4056.73,0.279,5.5,29.7,2,0,0,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
189,0,620,588,-32,29100.45,20408.53,0.701,10.38,15.4,11,0,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
190,0,551,526,-25,15570.33,7701.23,0.495,10.07,20.5,18,0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
